identifiant_station,nom_station,station_en_fonctionnement,capacité_de_la_station,nombre_bornettes_libres,nombre_total_vélos_disponibles,vélos_mécaniques_disponibles,vélos_électriques_disponibles,borne_de_paiement_disponible,retour_vélib_possible,actualisation_de_la_donnée,coordonnées_géographiques,commune,code_postal
9024,Taitbout - La Fayette,True,53,10,41,34,7,True,True,2025-06-03 14:59:01+02:00,"48.8733298892, 2.3352625966072",Paris,75056
8201,Arsène Houssaye - Friedland,True,29,22,7,0,7,True,True,2025-06-03 14:57:14+02:00,"48.874510616163, 2.2994716674148",Paris,75056
17111,Lemercier - Cardinet,True,24,21,3,1,2,True,True,2025-06-03 14:58:36+02:00,"48.890097168851746, 2.317377626895905",Paris,75056
12005,Crozatier - Faubourg Saint-Antoine,True,42,30,8,7,1,True,True,2025-06-03 14:59:02+02:00,"48.850440013405, 2.378901366211",Paris,75056
9011,Geoffroy - Marie,True,20,17,3,2,1,True,True,2025-06-03 14:58:49+02:00,"48.873781940593325, 2.344513876337893",Paris,75056
9102,Londres - Place d'Estienne d'Orves,True,25,16,9,8,1,True,True,2025-06-03 14:57:15+02:00,"48.876693805756986, 2.3305362090468407",Paris,75056
10021,Marché Saint-Quentin,True,15,11,4,2,2,True,True,2025-06-03 14:55:31+02:00,"48.877356057652, 2.3545114456374",Paris,75056
8116,Champs-Elysees - Bassano,True,25,25,0,0,0,False,False,2021-02-21 20:09:18+01:00,"48.871811807816, 2.300238981843",Paris,75056
5115,Buffon - Jardin des Plantes,True,30,18,12,7,5,True,True,2025-06-03 14:55:04+02:00,"48.842668466104875, 2.3618587106466293",Paris,75056
5024,Place Monge,True,21,17,3,1,2,True,True,2025-06-03 14:57:44+02:00,"48.842761803051, 2.3524079471827",Paris,75056
12038,Picpus - Louis Braille,True,58,53,5,2,3,True,True,2025-06-03 14:56:23+02:00,"48.839988788912, 2.4005256685521",Paris,75056
4019,Cloître Saint-Merri - Renard,True,32,23,7,1,6,True,True,2025-06-03 14:58:39+02:00,"48.858835448898, 2.3518279194832",Paris,75056
13516,Glacière - Soeur Catherine Marie,True,40,29,10,7,3,True,True,2025-06-03 14:56:44+02:00,"48.829522989420596, 2.343570403754711",Paris,75056
15129,Hôpital Necker,True,40,34,5,3,2,True,True,2025-06-03 14:59:03+02:00,"48.846043490118454, 2.313245013356209",Paris,75056
12155,Rottembourg - Général Michel Bizot,True,43,35,6,2,4,True,True,2025-06-03 14:58:09+02:00,"48.83787825992554, 2.4044052511453633",Paris,75056
3102,Bourg l'Abbé - Saint-Martin,True,61,50,11,7,4,True,True,2025-06-03 14:55:45+02:00,"48.863933319493, 2.352406270802",Paris,75056
12028,Vivaldi - Antoine-Julien Hénard,True,27,24,1,0,1,True,True,2025-06-03 14:58:47+02:00,"48.841923663276546, 2.389728979467376",Paris,75056
15039,Abbé Groult - Convention,True,12,11,1,1,0,True,True,2025-06-03 14:58:02+02:00,"48.83596927866069, 2.302064039509349",Paris,75056
9034,Godot de Mauroy - Madeleine,True,22,2,20,16,4,True,True,2025-06-03 14:58:07+02:00,"48.869789, 2.326347",Paris,75056
12035,Madagascar - Meuniers,True,47,42,5,4,1,True,True,2025-06-03 14:52:31+02:00,"48.83460464474706, 2.3970650508999825",Paris,75056
6022,Marché Saint-Germain,True,21,16,3,0,3,True,True,2025-06-03 14:58:20+02:00,"48.85165625855281, 2.335500307381153",Paris,75056
15036,Croix Nivert - Square Saint-Lambert,True,47,46,1,0,1,False,False,2025-03-03 10:03:43+01:00,"48.843051521591, 2.2952004522085",Paris,75056
2108,Vivienne - Montmartre,True,39,6,32,26,6,True,True,2025-06-03 14:58:59+02:00,"48.871347597383, 2.3414588347077",Paris,75056
12101,Charenton - Prague,True,26,16,9,6,3,True,True,2025-06-03 14:57:50+02:00,"48.848175129981, 2.3763584494312",Paris,75056
9007,Condorcet - Turgot,True,20,17,3,2,1,True,True,2025-06-03 14:53:49+02:00,"48.87985155789093, 2.345232367515564",Paris,75056
5001,Harpe - Saint-Germain,True,45,36,9,7,2,True,True,2025-06-03 14:58:48+02:00,"48.851518815017, 2.3436703160405",Paris,75056
13052,Leredde - Tolbiac,True,44,4,40,38,2,True,True,2025-06-03 14:58:40+02:00,"48.82887629664, 2.3744382709265",Paris,75056
17024,Villiers - Batignolles,True,23,21,1,1,0,True,True,2025-06-03 14:58:33+02:00,"48.88125253846116, 2.31653843075037",Paris,75056
8027,Mairie du 8ème,True,14,9,5,1,4,True,True,2025-06-03 14:54:26+02:00,"48.877932, 2.318264",Paris,75056
15127,Place Charles Michels,True,37,6,30,25,5,True,True,2025-06-03 14:59:03+02:00,"48.846401, 2.28502",Paris,75056
15006,Cherche-Midi - Hôpital Necker,True,38,29,6,4,2,True,True,2025-06-03 14:56:32+02:00,"48.84461063309956, 2.317914068698883",Paris,75056
6002,Saint-Benoît - Jacob,True,23,8,14,14,0,True,True,2025-06-03 14:57:50+02:00,"48.85545136013941, 2.3334722220897675",Paris,75056
13018,Bruant - Vincent Auriol,True,25,8,17,12,5,True,True,2025-06-03 14:57:16+02:00,"48.834848452929, 2.3668264996271",Paris,75056
14031,Didot - Place de Moro-Giafferi,True,22,20,1,0,1,True,True,2025-06-03 14:55:56+02:00,"48.8337, 2.3215",Paris,75056
20044,Davout - Volga,True,28,26,2,0,2,True,True,2025-06-03 14:58:58+02:00,"48.852919679957296, 2.410522909779111",Paris,75056
20105,Benoît Frachon - République,True,30,17,11,6,5,True,True,2025-06-03 14:59:03+02:00,"48.85230729014318, 2.415605485439301",Paris,75056
16019,Porte de la Muette,True,36,20,15,4,11,True,True,2025-06-03 14:56:06+02:00,"48.86302317841182, 2.2687188170157406",Paris,75056
14032,Mairie du 14ème,True,32,26,4,3,1,True,True,2025-06-03 14:57:39+02:00,"48.83254578123, 2.3254923149943",Paris,75056
2013,Favart - Italiens,True,17,5,12,8,4,True,True,2025-06-03 14:56:14+02:00,"48.871446353921, 2.3382901058508",Paris,75056
14011,Place des Droits de l'Enfant,True,39,34,4,1,3,True,True,2025-06-03 14:56:23+02:00,"48.8274804, 2.3319217",Paris,75056
11033,Bréguet - Sabin,True,33,23,9,6,3,True,True,2025-06-03 14:59:02+02:00,"48.856931678257, 2.3706749462105",Paris,75056
15070,Balard - Montagne de la Fage,True,36,34,2,1,1,False,False,2025-06-03 14:53:45+02:00,"48.838507403334, 2.2782871127129",Paris,75056
20022,Porte de Bagnolet,True,33,29,3,0,3,True,True,2025-06-03 14:57:20+02:00,"48.864707139122984, 2.408344637349607",Paris,75056
10019,Paradis - Hauteville,True,31,23,7,5,2,True,True,2025-06-03 14:58:55+02:00,"48.874999954666755, 2.3522757401923404",Paris,75056
12036,Reuilly - Place Felix Eboue,True,42,41,0,0,0,True,True,2025-06-03 14:56:45+02:00,"48.84030274499962, 2.394630398715453",Paris,75056
10033,Gare du Nord - Saint-Vincent de Paul,True,24,23,1,0,1,True,True,2025-06-03 14:56:37+02:00,"48.880955741648, 2.3524305148385",Paris,75056
14026,Plantes - Moulin Vert,True,45,43,2,0,2,True,True,2025-06-03 14:52:56+02:00,"48.83005755305626, 2.3232302069664006",Paris,75056
16036,Porte Molitor,True,60,1,57,54,3,True,True,2025-06-03 14:58:58+02:00,"48.84524763511433, 2.2569015249609947",Paris,75056
18039,Jardins d'Eole,True,20,15,1,0,1,True,True,2025-06-03 14:54:25+02:00,"48.8869703, 2.3668488",Paris,75056
10024,Buisson Saint-Louis - Saint-Maur,True,18,18,0,0,0,False,False,2024-12-03 05:34:28+01:00,"48.871746849303, 2.372252832879",Paris,75056
8117,Place de la Madeleine - Royale,True,43,5,37,29,8,True,True,2025-06-03 14:58:11+02:00,"48.869228052648, 2.324421107769",Paris,75056
10008,Cité Riverin - Château d'Eau,True,18,6,10,6,4,True,True,2025-06-03 14:56:07+02:00,"48.870702423554306, 2.358739863900845",Paris,75056
10032,Claude Vellefaux - Hôpital Saint-Louis,True,32,26,5,2,3,True,True,2025-06-03 14:58:31+02:00,"48.872859139003, 2.3700717069851",Paris,75056
16012,Flandrin - Longchamp,True,42,37,5,2,3,True,True,2025-06-03 14:56:40+02:00,"48.86877849178477, 2.274354539176829",Paris,75056
12015,Place de la Nation - Picpus,True,36,35,1,1,0,True,True,2025-06-03 14:58:42+02:00,"48.846821681548, 2.4001130461693",Paris,75056
16042,Murat - Porte de Saint-Cloud,True,38,11,27,20,7,True,True,2025-06-03 14:58:38+02:00,"48.83750862621299, 2.2577651962637906",Paris,75056
15001,Gare Montparnasse - Arrivée,True,43,38,5,2,3,True,True,2025-06-03 14:53:15+02:00,"48.843827994315, 2.3225811123848",Paris,75056
14001,Edgar Quinet - Gaité,True,27,24,2,1,1,True,True,2025-06-03 14:57:15+02:00,"48.841160928966, 2.324595451355",Paris,75056
19110,Square Claude Bernard,True,30,16,12,10,2,True,True,2025-06-03 14:58:52+02:00,"48.89876016219984, 2.375325746834278",Paris,75056
18139,Poissonniers - Championnet,True,28,25,3,1,2,True,True,2025-06-03 14:55:39+02:00,"48.89543299733937, 2.3530178144574165",Paris,75056
1006,Grande Truanderie - Saint-Denis,True,33,20,13,4,9,True,True,2025-06-03 14:56:12+02:00,"48.8626302, 2.3498075",Paris,75056
15008,Sèvres - Lecourbe,True,62,50,8,8,0,True,True,2025-06-03 14:58:49+02:00,"48.8447677, 2.3110086",Paris,75056
11112,Jules Vallès - Charonne,True,23,14,6,6,0,True,True,2025-06-03 14:58:35+02:00,"48.854284379935, 2.3847674578428",Paris,75056
18004,Place des Abbesses,True,12,9,2,0,2,True,True,2025-06-03 14:55:36+02:00,"48.884542726149725, 2.3386867716908455",Paris,75056
5007,Ecoles - Carmes,True,36,8,25,12,13,True,True,2025-06-03 14:58:28+02:00,"48.848904447989405, 2.3473486304283147",Paris,75056
16013,Mairie du 16ème,True,35,33,1,0,1,True,True,2025-06-03 14:57:56+02:00,"48.863936848471994, 2.2765953093767166",Paris,75056
16105,Crevaux - Bugeaud,True,31,23,7,1,6,True,True,2025-06-03 14:56:48+02:00,"48.87080942867, 2.2811490076919",Paris,75056
3010,Beaubourg - Michel-le-Comte,True,17,4,12,8,4,True,True,2025-06-03 14:56:15+02:00,"48.862534941806, 2.3543103039265",Paris,75056
4006,Bourdon - Pont Morland,True,52,39,13,9,4,True,True,2025-06-03 14:57:33+02:00,"48.8478103, 2.3659356",Paris,75056
18140,Porte de Clignancourt - Ney,True,40,35,5,3,2,True,True,2025-06-03 14:58:08+02:00,"48.899641123987095, 2.344321422278881",Paris,75056
18202,Diane Arbus,True,38,34,3,1,2,True,True,2025-06-03 14:58:35+02:00,"48.898800717199, 2.3524022474885",Paris,75056
19002,Centquatre,True,42,36,5,3,2,True,True,2025-06-03 14:58:51+02:00,"48.889333538455, 2.3707854375243",Paris,75056
3008,Perle - Vieille du Temple,True,36,25,11,6,5,True,True,2025-06-03 14:57:20+02:00,"48.8601346, 2.3611206",Paris,75056
20034,Sorbier - Ménilmontant,True,24,18,5,1,4,True,True,2025-06-03 14:58:55+02:00,"48.868542395661, 2.3897721245885",Paris,75056
6010,Chevreuse - Montparnasse,True,15,13,1,0,1,True,True,2025-06-03 14:55:47+02:00,"48.841739161231, 2.3315522167367",Paris,75056
20001,Place de la Nation - Charonne,True,36,32,4,3,1,True,True,2025-06-03 14:57:48+02:00,"48.848364667777, 2.3997623859813",Paris,75056
5015,Epée de Bois - Mouffetard,True,63,53,10,6,4,True,True,2025-06-03 14:58:34+02:00,"48.841508690388835, 2.350066713988781",Paris,75056
16037,Molitor - Michel-Ange,True,0,0,0,0,0,False,False,2018-03-20 10:09:28+01:00,"48.845182081538, 2.262112773566",Paris,75056
15128,Cadix - Hameau,True,37,32,4,1,3,True,True,2025-06-03 14:59:01+02:00,"48.8340107632249, 2.289516180753708",Paris,75056
17019,Phalsbourg - Villiers,True,19,12,6,1,5,True,True,2025-06-03 14:57:38+02:00,"48.88242307900951, 2.3090453445911407",Paris,75056
12037,Reuilly - Daumesnil,True,36,33,3,3,0,True,True,2025-06-03 14:57:18+02:00,"48.8395385, 2.3972516",Paris,75056
19010,Emile Reynaud - Porte de la Villette,True,22,16,4,1,3,True,True,2025-06-03 14:54:48+02:00,"48.90098953630053, 2.3887022584676743",Paris,75056
1007,Turbigo - Française,True,16,1,15,8,7,True,True,2025-06-03 14:56:13+02:00,"48.86358858111446, 2.3477794602513313",Paris,75056
15132,Bargue -  Dutot,True,21,19,1,0,1,True,True,2025-06-03 14:59:04+02:00,"48.837884, 2.308876",Paris,75056
7012,Cité Vaneau,True,26,1,25,21,4,True,True,2025-06-03 14:58:56+02:00,"48.8542210666207, 2.319614924490452",Paris,75056
20008,Pyrénées - Avron,True,32,29,3,0,3,True,True,2025-06-03 14:59:02+02:00,"48.853246898211985, 2.405871044529538",Paris,75056
8028,Arsène Houssaye - Champs-Elysées,True,29,17,12,5,7,True,True,2025-06-03 14:57:52+02:00,"48.873409276267, 2.2977904602885",Paris,75056
18034,Leibniz - Jean Dollfus,True,32,32,0,0,0,True,True,2025-06-03 14:49:24+02:00,"48.896328348515986, 2.333390423834684",Paris,75056
14019,Sarrette - Général Leclerc,True,22,18,4,0,4,True,True,2025-06-03 14:55:58+02:00,"48.825030852925, 2.3264128693982",Paris,75056
12019,Gare de Reuilly - Picpus,True,28,26,2,1,1,True,True,2025-06-03 14:59:02+02:00,"48.84267354116789, 2.3972943797707558",Paris,75056
3011,Turbigo - Réaumur,True,31,13,16,10,6,True,True,2025-06-03 14:56:24+02:00,"48.865574047531, 2.3564198613167",Paris,75056
20104,Louis Lumière.,True,22,21,1,0,1,True,True,2025-06-03 14:56:18+02:00,"48.86216198070008, 2.41112578185621",Paris,75056
10006,Petites Ecuries - Faubourg Saint-Denis,True,28,4,19,13,6,True,True,2025-06-03 14:52:23+02:00,"48.87287120589831, 2.3542150855064397",Paris,75056
14135,Jourdan - Cité Universitaire,True,39,37,1,0,1,True,True,2025-06-03 14:57:47+02:00,"48.819897343156676, 2.3397007964124366",Paris,75056
8110,Gare Saint-Lazare - Stockholm,True,32,22,8,8,0,True,True,2025-06-03 14:58:25+02:00,"48.877127316667654, 2.322417162358761",Paris,75056
12002,Lacuée - Lyon,True,16,6,10,5,5,True,True,2025-06-03 14:55:18+02:00,"48.849268481958, 2.3704585433006",Paris,75056
20024,Gambetta - Père Lachaise,True,29,28,1,0,1,True,True,2025-06-03 14:56:55+02:00,"48.864295696165875, 2.398228667282044",Paris,75056
3001,Beaumarchais - Saint-Gilles,True,51,39,12,4,8,True,True,2025-06-03 14:57:27+02:00,"48.8580378, 2.3679352",Paris,75056
12156,Niger - Soult,True,24,21,2,1,1,True,True,2025-06-03 14:57:34+02:00,"48.84369906369085, 2.410361237220498",Paris,75056
9037,Parme - Clichy,True,24,17,7,1,6,True,True,2025-06-03 14:58:15+02:00,"48.881266424227, 2.3281970934506",Paris,75056
9009,Square Montholon,True,21,16,5,1,4,True,True,2025-06-03 14:57:02+02:00,"48.876620377545024, 2.3457641154527664",Paris,75056
7021,Bosquet - Saint-Dominique,True,28,24,3,1,2,True,True,2025-06-03 14:59:04+02:00,"48.858651709526, 2.3037165802346",Paris,75056
10034,Louis Blanc - La Chapelle,True,21,17,3,2,1,True,True,2025-06-03 14:53:40+02:00,"48.884008964514, 2.3599335551262",Paris,75056
2015,Louis le Grand - Italiens,True,33,6,27,13,14,True,True,2025-06-03 14:58:49+02:00,"48.870508937204, 2.3340544619393",Paris,75056
6104,Herschel - Observatoire,True,37,26,11,4,7,True,True,2025-06-03 14:54:21+02:00,"48.84342376221923, 2.3376645147800446",Paris,75056
16102,Pergolèse - Marbeau,True,27,23,2,1,1,True,True,2025-06-03 14:57:25+02:00,"48.873568706869, 2.2815125225299",Paris,75056
4021,Centre Georges Pompidou,True,26,10,16,12,4,True,True,2025-06-03 14:58:58+02:00,"48.861419, 2.352581",Paris,75056
20029,Frères Flavien - Porte des Lilas,True,23,20,3,0,3,True,True,2025-06-03 14:57:44+02:00,"48.8780992764359, 2.41104629853209",Paris,75056
13005,Cordelières - Arago,True,46,31,13,10,3,True,True,2025-06-03 14:55:09+02:00,"48.83548071896613, 2.348572461702221",Paris,75056
14132,Bézout - Général Leclerc,True,30,29,1,0,1,True,True,2025-06-03 14:57:45+02:00,"48.82884804502439, 2.3285973072052",Paris,75056
19201,Petit - Georges Thill,True,23,23,0,0,0,True,True,2025-06-03 14:56:05+02:00,"48.88603131999171, 2.3895753175020222",Paris,75056
4014,Blancs-Manteaux - Archives,True,29,20,8,5,3,True,True,2025-06-03 14:56:16+02:00,"48.85941800703, 2.3559471219778",Paris,75056
20006,Pyrénées - Plaine,True,12,11,0,0,0,True,True,2025-06-03 14:56:55+02:00,"48.85026702458, 2.4062821269035",Paris,75056
3012,Square Emile - Chautemps,True,25,14,10,6,4,True,True,2025-06-03 14:58:28+02:00,"48.867433724231, 2.3536357283592",Paris,75056
10011,Bourse du Travail,True,17,7,9,5,4,True,True,2025-06-03 14:56:16+02:00,"48.868976638826, 2.3623438552022",Paris,75056
14022,Didot - Mariniers,True,35,30,3,3,0,True,True,2025-06-03 14:58:56+02:00,"48.82650543613106, 2.313136198271666",Paris,75056
19012,Lally-Tollendal - Armand Carrel,True,28,23,4,1,3,True,True,2025-06-03 14:56:20+02:00,"48.88270066221072, 2.374717555940151",Paris,75056
14137,Maurice d'Ocagne - General Maudhuy,True,30,24,6,4,2,True,True,2025-06-03 14:56:18+02:00,"48.82414282524159, 2.3158789426088333",Paris,75056
10027,Dunkerque - Alsace,True,20,18,1,0,1,True,True,2025-06-03 14:58:54+02:00,"48.879355, 2.358379",Paris,75056
4015,Mairie du 4ème,True,44,24,20,15,5,True,True,2025-06-03 14:58:56+02:00,"48.855949910497, 2.3563823103905",Paris,75056
9111,Victoire - Laffitte,True,20,7,13,8,5,True,True,2025-06-03 14:56:39+02:00,"48.87514373494672, 2.338118505144376",Paris,75056
4103,Archives - Rivoli,True,25,2,23,19,4,True,True,2025-06-03 14:58:30+02:00,"48.857346707443, 2.3539767041802",Paris,75056
14103,Maine - Liancourt,True,27,23,3,0,3,True,True,2025-06-03 14:53:46+02:00,"48.835064363954, 2.323731449974",Paris,75056
8036,Lisbonne - Monceau,True,47,29,18,7,11,True,True,2025-06-03 14:59:04+02:00,"48.877455676814, 2.3096942214195",Paris,75056
19129,Solitaires - Place des Fêtes,True,29,29,0,0,0,False,False,2025-02-23 10:26:05+01:00,"48.876601, 2.391769",Paris,75056
14133,Froidevaux - Boulard,True,35,34,1,1,0,True,True,2025-06-03 14:58:45+02:00,"48.835147319625, 2.3294411972165",Paris,75056
2003,Saint-Denis - Réaumur,True,32,29,4,1,3,True,True,2025-06-03 14:56:45+02:00,"48.8661116315789, 2.3507790675507594",Paris,75056
1102,Française - Etienne Marcel,True,37,30,7,7,0,True,True,2025-06-03 14:58:07+02:00,"48.864053304653766, 2.347587011754513",Paris,75056
13017,Nationale - Vincent Auriol,True,33,31,2,2,0,True,True,2025-06-03 14:54:40+02:00,"48.83252708397293, 2.362354410392119",Paris,75056
1012,Jean-Jacques Rousseau - Deux Ecus,True,22,11,10,5,5,True,True,2025-06-03 14:59:00+02:00,"48.86297805972131, 2.3414635285735126",Paris,75056
15111,Olivier de Serres - Leriche,True,25,23,1,0,1,True,True,2025-06-03 14:55:38+02:00,"48.83460221715206, 2.2957482933998112",Paris,75056
2004,Square Pierre Lazareff,True,16,7,9,6,3,True,True,2025-06-03 14:49:05+02:00,"48.867141720746, 2.3483933508396",Paris,75056
12020,Cours de Vincennes - Soult,True,45,40,4,0,4,True,True,2025-06-03 14:58:08+02:00,"48.846918761569, 2.4105220288038",Paris,75056
2021,Cléry - Montmartre,True,58,6,50,42,8,True,True,2025-06-03 14:58:47+02:00,"48.867458, 2.3445211",Paris,75056
2016,Aboukir - Alexandrie,True,21,5,15,11,4,True,True,2025-06-03 14:58:23+02:00,"48.86868344444473, 2.3502043269474897",Paris,75056
4018,Saint-Bon - Rivoli,True,31,11,20,16,4,True,True,2025-06-03 14:55:03+02:00,"48.857999643315, 2.3502172809763",Paris,75056
3009,Temple - Haudriettes,True,19,8,11,7,4,True,True,2025-06-03 14:57:07+02:00,"48.861636880212, 2.3566960206458",Paris,75056
16044,Porte de Saint Cloud - Parc des Princes,True,32,13,16,10,6,True,True,2025-06-03 14:56:51+02:00,"48.838662757066, 2.2525164484978",Paris,75056
2005,Montmartre - Etienne Marcel,True,16,8,8,7,1,True,True,2025-06-03 14:57:58+02:00,"48.86502194581, 2.3450684401448",Paris,75056
5004,Saint-Jacques - Val de Grâce,True,19,13,5,2,3,True,True,2025-06-03 14:58:28+02:00,"48.8417514, 2.3413893",Paris,75056
2012,Choiseul - Quatre Septembre,True,44,5,5,4,1,True,True,2025-06-03 14:52:08+02:00,"48.869935533187, 2.3359975218773",Paris,75056
2002,Etienne Marcel - Montorgueil,True,28,16,12,9,3,True,True,2025-06-03 14:57:32+02:00,"48.86450567259199, 2.3461959511041637",Paris,75056
4101,Bastille - Beaumarchais,True,23,14,8,6,2,True,True,2025-06-03 14:58:43+02:00,"48.853833463852, 2.3685702681541",Paris,75056
1018,Alger - Rivoli,True,21,4,15,11,4,True,True,2025-06-03 14:56:26+02:00,"48.864773553495, 2.3294493936128",Paris,75056
3006,Mairie du 3ème,True,32,9,23,17,6,True,True,2025-06-03 14:58:52+02:00,"48.86446178139141, 2.361762821674347",Paris,75056
17106,Berthier - Porte de Clichy,True,24,5,17,17,0,True,True,2025-06-03 14:54:24+02:00,"48.894222687781, 2.3125872006816",Paris,75056
3003,Fille du Calvaire - Turenne,True,29,19,9,5,4,True,True,2025-06-03 14:58:54+02:00,"48.86210505412563, 2.3649600148200993",Paris,75056
1116,Ventadour - Opéra,True,27,5,21,19,2,True,True,2025-06-03 14:58:45+02:00,"48.866810653323, 2.3343884482519",Paris,75056
19111,Cesaria Evora - Rosa Parks,True,39,29,9,5,4,True,True,2025-06-03 14:52:50+02:00,"48.89717672825043, 2.3745173960924144",Paris,75056
5122,Saint-Michel - Luxembourg,True,29,22,7,1,6,True,True,2025-06-03 14:58:53+02:00,"48.84501507626, 2.3394941166043",Paris,75056
1017,Saint-Honoré - 29 juillet,True,20,1,19,6,13,True,True,2025-06-03 14:57:49+02:00,"48.86557114282421, 2.330567417577153",Paris,75056
13125,Gare d'Austerlitz - Pont Charles de Gaulle,True,55,35,19,16,3,True,True,2025-06-03 14:58:48+02:00,"48.842319830109, 2.3670300096273",Paris,75056
6031,Pierre Sarrazin - Saint-Michel,True,33,11,21,16,5,True,True,2025-06-03 14:58:35+02:00,"48.850908146398, 2.342130728066",Paris,75056
6201,Saint Pères - Saint Germain,True,22,11,10,3,7,True,True,2025-06-03 14:57:08+02:00,"48.853729675265, 2.3300181032703",Paris,75056
4012,Tiron - Rivoli,True,28,8,19,12,7,True,True,2025-06-03 14:57:51+02:00,"48.855692253233, 2.3579058051109",Paris,75056
19202,Marseillaise - Grenade,True,45,41,2,1,1,True,True,2025-06-03 14:54:22+02:00,"48.889371092747, 2.3979396821544",Paris,75056
1014,Rivoli - Musée du Louvre,True,24,2,20,15,5,True,True,2025-06-03 14:58:52+02:00,"48.86364636851945, 2.33409583568573",Paris,75056
14201,Decrès - Alésia,True,30,24,5,1,4,True,True,2025-06-03 14:57:48+02:00,"48.832200060759, 2.3139070151575",Paris,75056
4017,Place de l'Hôtel de Ville,True,14,1,13,8,5,True,True,2025-06-03 14:54:17+02:00,"48.8573314, 2.351458",Paris,75056
5003,Le Goff - Gay-Lussac,True,35,15,19,9,10,True,True,2025-06-03 14:58:52+02:00,"48.846102400979, 2.3412207886577",Paris,75056
12164,Stade Pershing,True,26,24,2,1,1,True,True,2025-06-03 14:57:50+02:00,"48.829107826857, 2.4583535268903",Paris,75056
12163,Hippodrome Paris-Vincennes,True,42,32,10,7,3,True,True,2025-06-03 14:58:07+02:00,"48.82048387758518, 2.446271181106568",Paris,75056
3002,Saint-Gilles - Turenne,True,18,7,10,7,3,True,True,2025-06-03 14:57:56+02:00,"48.858158956779, 2.3647149920992",Paris,75056
18112,Arthur Ranc - Hôpital Bichat,True,26,23,2,1,1,True,True,2025-06-03 14:52:58+02:00,"48.8978712500682, 2.333521842956543",Paris,75056
13054,Pau Casals - Neuve Tolbiac,True,53,2,49,42,7,True,True,2025-06-03 14:58:49+02:00,"48.8311602, 2.3774395",Paris,75056
16139,Suresnes - Muette à Neuilly,True,30,19,11,5,6,True,True,2025-06-03 14:56:37+02:00,"48.868570404348, 2.266000919044",Paris,75056
19130,Place Paul Delouvrier,True,26,21,5,2,3,True,True,2025-06-03 14:58:39+02:00,"48.89197621431365, 2.3851288855075836",Paris,75056
6007,Bréa - Raspail,True,24,20,3,1,2,True,True,2025-06-03 14:57:51+02:00,"48.842738478258, 2.3297942217634",Paris,75056
12113,Cardinal Lavigerie,True,46,27,18,16,2,True,True,2025-06-03 14:57:13+02:00,"48.832934193699835, 2.402636749399156",Paris,75056
4007,Place de la Bastille - Bourdon,True,35,16,18,11,7,True,True,2025-06-03 14:57:06+02:00,"48.852364355271, 2.3681089282036",Paris,75056
4009,Village Saint-Paul,True,28,13,15,10,5,True,True,2025-06-03 14:58:36+02:00,"48.852639866625, 2.3607301712036",Paris,75056
16201,Porte Dauphine,True,65,38,27,11,16,True,True,2025-06-03 14:59:00+02:00,"48.871139344351, 2.2749781616017",Paris,75056
10041,Gare du Nord - La Chapelle,True,18,14,2,0,2,True,True,2025-06-03 14:55:54+02:00,"48.884178287286, 2.3561057075858",Paris,75056
9039,Chaussée d'Antin - Haussmann,True,28,7,21,10,11,True,True,2025-06-03 14:58:54+02:00,"48.87243, 2.33359",Paris,75056
1015,Place André Malraux,True,37,8,26,20,6,True,True,2025-06-03 14:58:42+02:00,"48.863925158727, 2.3356226831675",Paris,75056
1008,Les Halles - Saint-Eustache,True,32,14,17,7,10,True,True,2025-06-03 14:57:45+02:00,"48.86362695901683, 2.342623919248581",Paris,75056
1025,Oratoire - Rivoli,True,18,4,12,8,4,True,True,2025-06-03 14:58:33+02:00,"48.861342760889, 2.3400047421455",Paris,75056
2006,Place des Victoires,True,24,4,20,13,7,True,True,2025-06-03 14:58:59+02:00,"48.8660354, 2.3420333",Paris,75056
2008,Mairie du 2ème,True,28,7,21,13,8,True,True,2025-06-03 14:58:33+02:00,"48.8672190355135, 2.3404625437747044",Paris,75056
2020,Danielle Casanova - Opéra,True,20,5,14,13,1,True,True,2025-06-03 14:58:14+02:00,"48.867643242297, 2.3333894088864",Paris,75056
1026,Place du Lieutenant Henri Karcher,True,30,0,29,22,7,True,True,2025-06-03 14:56:26+02:00,"48.863490871724466, 2.3400671035051346",Paris,75056
10201,Magenta - Chabrol,True,24,19,4,2,2,True,True,2025-06-03 14:54:16+02:00,"48.876495350882, 2.3560990020633",Paris,75056
18015,Custine - Ramey,True,41,36,5,0,5,True,True,2025-06-03 14:58:02+02:00,"48.888735896947, 2.3469526693225",Paris,75056
12016,Saint-Mande - Picpus,True,35,30,5,2,3,True,True,2025-06-03 14:58:35+02:00,"48.845127728278, 2.4015686296482",Paris,75056
15040,Saint-Amand - Labrouste,True,36,29,6,3,3,True,True,2025-06-03 14:49:33+02:00,"48.834097274832295, 2.3087677359581",Paris,75056
6026,Saint-Placide - Cherche Midi,True,66,59,4,4,0,True,True,2025-06-03 14:56:19+02:00,"48.8490535919234, 2.325317971408367",Paris,75056
1023,Saint-Honoré - Musée du Louvre,True,32,12,17,12,5,True,True,2025-06-03 14:58:43+02:00,"48.863443132848, 2.3348781846405",Paris,75056
17021,Jouffroy d'Abbans - Villiers,True,34,30,3,2,1,True,True,2025-06-03 14:59:04+02:00,"48.884215547037, 2.3056533560157",Paris,75056
